movieId,title,genres,movie_idx,genre_(no genres listed),genre_Action,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_IMAX,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western
27,Now and Then (1995),Children|Drama,26,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,Persuasion (1995),Drama|Romance,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,28,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,29,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
31,Dangerous Minds (1995),Drama,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
34,Babe (1995),Children|Drama,32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,Dead Man Walking (1995),Crime|Drama,33,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
38,It Takes Two (1995),Children|Comedy,34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Clueless (1995),Comedy|Romance,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,"Cry, the Beloved Country (1995)",Drama,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,Richard III (1995),Drama|War,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
42,Dead Presidents (1995),Action|Crime|Drama,38,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,Restoration (1995),Drama,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,Mortal Kombat (1995),Action|Adventure|Fantasy,40,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,To Die For (1995),Comedy|Drama|Thriller,41,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,How to Make an American Quilt (1995),Drama|Romance,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,44,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
49,When Night Is Falling (1995),Drama|Romance,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,47,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
53,Lamerica (1994),Adventure|Drama,48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,"Big Green, The (1995)",Children|Comedy,49,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Georgia (1995),Drama,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,Home for the Holidays (1995),Drama,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,52,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,53,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,Eye for an Eye (1996),Drama|Thriller,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62,Mr. Holland's Opus (1995),Drama,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,56,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Two if by Sea (1996),Comedy|Romance,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,Bio-Dome (1996),Comedy,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68,French Twist (Gazon maudit) (1995),Comedy|Romance,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,Friday (1995),Comedy,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,62,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71,Fair Game (1995),Action,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Kicking and Screaming (1995),Comedy|Drama,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,"Misérables, Les (1995)",Drama|War,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74,Bed of Roses (1996),Drama|Romance,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
75,Big Bully (1996),Comedy|Drama,67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,Screamers (1995),Action|Sci-Fi|Thriller,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77,Nico Icon (1995),Documentary,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,70,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
79,"Juror, The (1996)",Drama|Thriller,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,72,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,73,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
82,Antonia's Line (Antonia) (1995),Comedy|Drama,74,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
85,Angels and Insects (1995),Drama|Romance,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
86,White Squall (1996),Action|Adventure|Drama,77,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,Dunston Checks In (1996),Children|Comedy,78,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Black Sheep (1996),Comedy,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Nick of Time (1995),Action|Thriller,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,Mary Reilly (1996),Drama|Horror|Thriller,81,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,82,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
94,Beautiful Girls (1996),Comedy|Drama|Romance,83,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
95,Broken Arrow (1996),Action|Adventure|Thriller,84,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,In the Bleak Midwinter (1995),Comedy|Drama,85,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,"Hate (Haine, La) (1995)",Crime|Drama,86,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,City Hall (1996),Drama|Thriller,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,89,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
102,Mr. Wrong (1996),Comedy,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
104,Happy Gilmore (1996),Comedy,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"Bridges of Madison County, The (1995)",Drama|Romance,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,94,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,95,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108,Catwalk (1996),Documentary,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,Braveheart (1995),Action|Drama|War,97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
111,Taxi Driver (1976),Crime|Drama|Thriller,98,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,99,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Before and After (1996),Drama|Mystery,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
116,Anne Frank Remembered (1995),Documentary,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,102,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
118,If Lucy Fell (1996),Comedy|Romance,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,"Steal Big, Steal Little (1995)",Comedy,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"Boys of St. Vincent, The (1992)",Drama,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,Boomerang (1992),Comedy|Romance,106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
125,Flirting With Disaster (1996),Comedy,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,109,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,Jupiter's Wife (1994),Documentary,110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,Pie in the Sky (1996),Comedy|Romance,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
132,Jade (1995),Thriller,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,Down Periscope (1996),Comedy,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Man of the Year (1995),Documentary,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140,Up Close and Personal (1996),Drama|Romance,115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
141,"Birdcage, The (1996)",Comedy,116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,"Brothers McMullen, The (1995)",Comedy,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,118,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,119,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"Basketball Diaries, The (1995)",Drama,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148,"Awfully Big Adventure, An (1995)",Drama,121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149,Amateur (1994),Crime|Drama|Thriller,122,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
150,Apollo 13 (1995),Adventure|Drama|IMAX,123,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
151,Rob Roy (1995),Action|Drama|Romance|War,124,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
152,"Addiction, The (1995)",Drama|Horror,125,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,126,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Beauty of the Day (Belle de jour) (1967),Drama,127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,Beyond Rangoon (1995),Adventure|Drama|War,128,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
156,Blue in the Face (1995),Comedy|Drama,129,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157,Canadian Bacon (1995),Comedy|War,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,Casper (1995),Adventure|Children,131,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Clockers (1995),Crime|Drama|Mystery,132,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,133,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
161,Crimson Tide (1995),Drama|Thriller|War,134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
162,Crumb (1994),Documentary,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,Desperado (1995),Action|Romance|Western,136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,137,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,138,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,139,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
168,First Knight (1995),Action|Drama|Romance,140,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,141,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170,Hackers (1995),Action|Adventure|Crime|Thriller,142,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
171,Jeffrey (1995),Comedy|Drama,143,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
173,Judge Dredd (1995),Action|Crime|Sci-Fi,145,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
174,Jury Duty (1995),Comedy,146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Kids (1995),Drama,147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176,Living in Oblivion (1995),Comedy,148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Lord of Illusions (1995),Horror,149,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178,Love & Human Remains (1993),Comedy|Drama,150,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179,Mad Love (1995),Drama|Romance,151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
180,Mallrats (1995),Comedy|Romance,152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,153,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Mute Witness (1994),Comedy|Horror|Thriller,154,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
184,Nadja (1994),Drama,155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,"Net, The (1995)",Action|Crime|Thriller,156,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
186,Nine Months (1995),Comedy|Romance,157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,Party Girl (1995),Comedy,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,159,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
189,Reckless (1995),Comedy|Fantasy,160,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
190,Safe (1995),Thriller,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,"Scarlet Letter, The (1995)",Drama|Romance,162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
193,Showgirls (1995),Drama,163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194,Smoke (1995),Comedy|Drama,164,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,Something to Talk About (1995),Comedy|Drama|Romance,165,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
196,Species (1995),Horror|Sci-Fi,166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,167,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,168,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
201,Three Wishes (1995),Drama|Fantasy,169,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
202,Total Eclipse (1995),Drama|Romance,170,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Under Siege 2: Dark Territory (1995),Action,172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Unstrung Heroes (1995),Comedy|Drama,173,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206,Unzipped (1995),Documentary,174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,"Walk in the Clouds, A (1995)",Drama|Romance,175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
208,Waterworld (1995),Action|Adventure|Sci-Fi,176,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
209,White Man's Burden (1995),Drama,177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210,Wild Bill (1995),Western,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,"Browning Version, The (1994)",Drama,179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,180,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
214,Before the Rain (Pred dozhdot) (1994),Drama|War,182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
215,Before Sunrise (1995),Drama|Romance,183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
216,Billy Madison (1995),Comedy,184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,"Babysitter, The (1995)",Drama|Thriller,185,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
218,Boys on the Side (1995),Comedy|Drama,186,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219,"Cure, The (1995)",Drama,187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220,Castle Freak (1995),Horror,188,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,Circle of Friends (1995),Drama|Romance,189,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
223,Clerks (1994),Comedy,190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,191,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
225,Disclosure (1994),Drama|Thriller,192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
227,Drop Zone (1994),Action|Thriller,193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,Destiny Turns on the Radio (1995),Comedy,194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Death and the Maiden (1994),Drama|Thriller,195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
230,Dolores Claiborne (1995),Drama|Thriller,196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,197,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,198,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
233,Exotica (1994),Drama,199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,Exit to Eden (1994),Comedy,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Ed Wood (1994),Comedy|Drama,201,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236,French Kiss (1995),Action|Comedy|Romance,202,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
237,Forget Paris (1995),Comedy|Romance,203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,204,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
