userId,movieId,rating,timestamp,user_idx,movie_idx
126,454,5.0,845925785,125,395
280,1923,3.5,1348532025,279,1404
277,1167,3.0,861813370,276,875
141,69757,3.0,1513132406,140,7075
93,2161,5.0,942946932,92,1617
119,8644,4.0,1440881475,118,5265
103,2712,4.5,1440773606,102,2036
68,6565,3.0,1158533001,67,4446
436,293,3.0,833529729,435,254
301,50,4.5,1211377304,300,46
390,4191,2.5,1250338242,389,3116
474,7900,3.0,1084365728,473,5053
19,3064,2.0,965711481,18,2312
555,2001,3.0,978822249,554,1476
45,474,5.0,1091306076,44,412
573,53125,4.5,1186589308,572,6488
41,136864,0.5,1459367339,40,8963
213,2232,3.5,1316196077,212,1662
580,6953,3.0,1167861479,579,4654
382,68554,3.5,1515248228,381,7025
610,1721,3.0,1479544112,609,1291
250,1597,4.5,1121217590,249,1199
469,3730,5.0,965661866,468,2789
51,52973,4.5,1230929864,50,6481
477,8636,4.0,1200940143,476,5260
562,849,3.0,1368890777,561,656
497,593,4.0,1429127162,496,510
416,2858,3.5,1187496445,415,2145
84,539,4.0,858771861,83,472
177,4679,1.5,1435536651,176,3435
274,6807,4.0,1186752642,273,4581
307,2036,3.0,1186086690,306,1508
290,2366,5.0,974938371,289,1768
355,901,5.0,974966389,354,683
400,4993,4.0,1498870354,399,3638
414,6582,3.5,1064941859,413,4458
298,1079,3.5,1447597961,297,819
318,53993,3.0,1432312423,317,6520
610,8798,4.5,1493845101,609,5305
318,527,4.0,1254132935,317,461
357,91529,4.5,1348626808,356,7768
420,6333,3.5,1218207206,419,4334
275,1198,4.0,1049077222,274,900
534,33669,4.0,1459787998,533,5908
382,53466,2.5,1515173932,381,6506
234,2571,5.0,1004408002,233,1939
274,3908,1.0,1172024141,273,2913
275,2289,5.0,1049076455,274,1702
213,57274,3.0,1316195608,212,6662
549,48516,5.0,1464282742,548,6315
330,5294,4.0,1288837247,329,3786
393,58559,5.0,1430505824,392,6710
393,91529,5.0,1430507085,392,7768
391,1960,4.0,1032389132,390,1437
239,2890,4.0,1221159174,238,2174
606,1735,3.5,1173484234,605,1301
599,27074,1.5,1519135617,598,5614
89,106927,3.0,1520409573,88,8314
391,2318,5.0,1030825180,390,1725
477,72308,4.5,1263224882,476,7182
577,2020,4.0,945978416,576,1495
504,186,3.0,1063644456,503,157
14,524,3.0,835442007,13,459
18,73499,3.5,1457445100,17,7230
8,185,5.0,839463509,7,156
104,356,4.0,1048586269,103,314
328,1225,4.0,1494210538,327,926
462,1361,4.5,1214003811,461,1048
448,91470,1.5,1412446645,447,7763
89,116897,2.5,1520408277,88,8575
232,6754,3.5,1079651579,231,4548
490,1089,4.0,1328146237,489,828
448,87430,1.5,1308418333,447,7627
122,1961,5.0,1461561680,121,1438
474,34048,3.5,1134343831,473,5931
520,256,3.0,1326610296,519,220
132,3897,3.5,1157922853,131,2907
418,2617,0.5,1461868545,417,1972
226,529,4.0,1095663002,225,463
596,108932,3.5,1535709681,595,8357
409,2541,2.0,968978168,408,1916
489,2321,1.0,1334170525,488,1727
301,3977,1.5,1211377866,300,2966
346,3418,3.5,1172692466,345,2553
437,1265,5.0,859722193,436,964
68,27705,1.5,1261622823,67,5679
232,52245,3.0,1218168067,231,6451
362,7438,4.5,1530639820,361,4935
337,358,3.0,860256159,336,316
307,68954,5.0,1243884778,306,7039
217,2143,2.0,955942252,216,1601
448,1556,1.0,1019125085,447,1173
136,193,1.0,832449560,135,163
546,3937,4.0,973588665,545,2934
438,2541,3.0,1105649930,437,1916
539,3087,4.0,1332474493,538,2330
132,288,4.0,1157922712,131,249
220,8961,4.5,1259074255,219,5374
527,5060,5.0,1033175213,526,3673
217,5060,3.0,955943592,216,3673
153,91529,0.5,1525552987,152,7768
89,4973,2.0,1520408268,88,3622
274,44665,3.5,1173041195,273,6170
32,1429,4.0,856736579,31,1100
111,88785,3.5,1516152915,110,7664
274,30894,2.0,1172025864,273,5750
82,1517,3.5,1084468138,81,1154
584,204,4.0,834987933,583,172
377,92760,3.5,1340347424,376,7823
292,41566,3.5,1387893709,291,6075
480,1261,2.0,1179161670,479,960
354,3977,3.0,1200870298,353,2966
1,2644,4.0,964983393,0,1990
542,2302,4.0,1163386568,541,1713
448,133798,1.5,1468076797,447,8868
509,57504,3.5,1435997184,508,6668
108,1917,2.0,1042840566,107,1398
561,673,2.0,1491091887,560,559
45,1282,5.0,950726185,44,981
543,3301,5.0,1230602091,542,2478
479,842,2.0,1039362294,478,654
274,4167,3.5,1172427322,273,3104
137,953,4.0,1204859888,136,733
426,8644,2.5,1451080311,425,5265
187,260,4.0,1161849967,186,224
456,788,4.0,856883383,455,622
318,1111,5.0,1272912481,317,844
328,1097,5.0,1494207117,327,836
307,6872,1.0,1186259143,306,4613
158,2872,2.5,1290764835,157,2157
66,954,4.0,1099187566,65,734
448,71518,3.0,1328551831,447,7151
217,2040,3.0,955944400,216,1511
70,529,4.5,1355198219,69,463
82,5874,3.0,1084466656,81,4098
500,2706,4.0,1005527980,499,2031
103,2384,4.0,1431969123,102,1786
318,71211,4.5,1282228576,317,7129
445,60069,3.5,1454622001,444,6772
195,3510,4.0,997909460,194,2624
275,3192,3.0,1049077681,274,2405
562,8665,3.0,1368894089,561,5269
182,306,4.5,1054780604,181,266
514,4995,4.0,1533949192,513,3640
345,5404,4.5,1342827537,344,3847
510,1213,3.5,1141160602,509,914
91,1968,3.0,1112713409,90,1445
474,647,3.0,988579881,473,545
253,714,4.5,1286643868,252,581
187,111,4.5,1161849811,186,98
414,1357,4.0,961513968,413,1045
414,3512,4.0,974142612,413,2626
275,4448,4.0,1049077892,274,3288
414,2394,3.0,1109961959,413,1795
453,3301,2.0,972621539,452,2478
93,653,4.0,942946588,92,549
522,2502,4.5,1297482767,521,1883
586,5418,3.5,1529899263,585,3854
341,74458,5.0,1440871964,340,7258
57,2990,2.0,969754552,56,2253
160,5459,1.5,1065992218,159,3885
328,7451,3.5,1494212007,327,4944
280,49530,4.5,1348434995,279,6358
139,6934,2.0,1453924255,138,4639
200,4239,3.5,1229878334,199,3152
419,71379,4.5,1321581146,418,7140
526,176413,4.5,1502136508,525,9606
304,2433,4.0,916237602,303,1832
217,429,1.0,955945480,216,373
274,62081,2.5,1285026964,273,6852
51,2194,5.0,1230929566,50,1645
604,112,4.0,832080961,603,99
318,1645,3.0,1419076588,317,1236
217,3061,2.0,955943539,216,2309
56,39,4.0,835799274,55,35
250,6983,5.0,1121217775,249,4675
608,741,3.5,1117336700,607,596
599,80463,4.5,1498539543,598,7413
222,93287,3.5,1391375023,221,7838
100,1912,4.5,1100186251,99,1394
382,4161,3.5,1515172488,381,3101
276,5,3.0,858350427,275,4
377,1927,3.5,1340343495,376,1407
27,48,4.0,962685318,26,44
597,1982,5.0,941640505,596,1459
1,3147,5.0,964983873,0,2372
199,6807,3.5,1071179792,198,4581
414,5316,3.5,1064941652,413,3800
21,95510,3.5,1441826957,20,7927
70,55820,4.0,1355198524,69,6613
84,931,3.0,860397409,83,712
462,4027,2.5,1123893621,461,3010
426,4226,2.0,1451081186,425,3141
187,1339,3.5,1161849198,186,1027
305,6711,3.0,1460225561,304,4529
169,6378,3.5,1085699681,168,4361
560,8784,3.0,1469648894,559,5302
495,2571,5.0,1458634573,494,1939
95,1198,5.0,1069614382,94,900
91,2288,5.0,1112711595,90,1701
380,3114,5.0,1493473886,379,2355
111,155812,4.0,1516468503,110,9252
318,45447,3.5,1261343316,317,6208
541,248,3.0,835643551,540,212
546,370,4.0,973588665,545,328
448,32031,3.5,1154202643,447,5819
368,786,3.0,971276863,367,621
610,110,4.5,1479545829,609,97
411,256,3.0,835532477,410,220
409,1244,3.0,967920079,408,943
282,3362,4.5,1378497842,281,2514
319,79132,5.0,1461352130,318,7372
517,73290,2.0,1487954196,516,7222
307,5092,1.5,1186086476,306,3692
582,54001,4.0,1446794199,581,6522
68,60514,3.0,1275958483,67,6791
140,1408,4.0,1055092389,139,1084
600,2124,4.0,1237709196,599,1585
19,3397,2.0,965706019,18,2537
217,472,3.0,955944976,216,410
596,1375,4.0,1535709715,595,1058
317,1208,5.0,1430366145,316,909
51,4148,0.5,1230930069,50,3090
318,648,3.0,1282588674,317,546
474,7301,3.5,1137521414,473,4871
561,2997,3.0,1491092283,560,2259
325,1199,5.0,1039398061,324,901
452,4369,4.0,1019581070,451,3233
136,165,5.0,832449163,135,138
156,648,3.5,1106854675,155,546
312,2916,4.0,1043176773,311,2193
387,3852,3.5,1094875740,386,2881
305,108932,3.0,1460365746,304,8357
199,1217,5.0,940381382,198,918
317,32587,3.0,1430366378,316,5850
449,2395,4.0,1053198946,448,1796
66,5349,4.0,1093747788,65,3819
292,588,4.0,1265680373,291,506
480,2987,4.0,1179177730,479,2250
414,2141,4.0,961519060,413,1599
21,3988,1.0,1418063141,20,2976
414,1580,4.0,961438437,413,1183
182,5816,3.5,1054781084,181,4076
608,832,3.5,1117666601,607,645
216,1278,4.0,975212220,215,977
131,2329,3.5,1349840312,130,1734
15,115149,2.0,1510572159,14,8537
91,648,4.0,1112713238,90,546
414,314,3.0,961594869,413,273
288,1704,3.5,1054569184,287,1284
298,1107,0.5,1479065495,297,843
362,4306,4.0,1530639776,361,3194
502,3052,4.0,1111757328,501,2302
462,111360,3.5,1478402097,461,8424
57,3552,4.0,965798049,56,2654
328,45722,3.5,1494211735,327,6221
133,223,3.0,843491446,132,190
332,1923,4.0,1352673028,331,1404
298,58806,2.5,1447517894,297,6715
474,1407,4.0,1004131306,473,1083
91,3499,4.0,1112713157,90,2614
41,3408,3.0,1458938915,40,2546
491,104374,4.5,1526672960,490,8245
196,364,5.0,1460954164,195,322
517,3564,0.5,1488398787,516,2662
474,2137,3.0,983033443,473,1595
130,588,2.0,832589546,129,506
292,71535,4.0,1301252407,291,7154
142,281,4.0,838934339,141,243
438,11,4.0,1105668426,437,10
584,329,4.0,834987145,583,287
425,2502,4.0,1085490739,424,1883
18,590,4.0,1455209837,17,508
91,376,2.5,1112713553,90,333
474,4600,2.5,1087832607,473,3382
89,2539,2.0,1520408529,88,1914
608,4239,4.0,1147794798,607,3152
496,2394,3.5,1415165480,495,1795
391,2021,4.0,1032647775,390,1496
230,586,3.5,1196304782,229,504
503,8042,5.0,1335219174,502,5094
307,49396,2.5,1186259779,306,6356
70,37741,4.5,1355184928,69,6010
480,1127,3.5,1179160504,479,856
380,101739,3.0,1494709150,379,8134
226,54503,4.5,1201155350,225,6537
195,800,2.0,974706535,194,628
495,173,0.5,1458636484,494,145
288,2427,3.0,976121042,287,1826
380,6870,4.0,1493420509,379,4612
539,2329,3.5,1332474869,538,1734
433,6016,3.5,1506823864,432,4176
265,3504,3.0,965316238,264,2619
606,7292,2.5,1173829806,605,4866
428,3996,4.0,1111525811,427,2983
268,508,3.0,940181021,267,443
561,539,3.0,1491095473,560,472
410,2065,5.0,990910136,409,1530
571,1998,1.0,966901472,570,1473
113,3551,4.0,980087865,112,2653
453,1793,4.0,1005966701,452,1326
122,3671,4.5,1461562679,121,2733
294,3710,2.0,966596725,293,2772
232,5418,4.0,1076952023,231,3854
312,3535,3.0,1043176138,311,2641
560,53322,4.0,1469650441,559,6497
483,475,4.0,1181495348,482,413
600,2043,3.0,1237760515,599,1514
489,4017,3.0,1333658343,488,3001
56,333,3.0,835799427,55,291
517,2096,4.0,1487956872,516,1559
62,45499,3.0,1525125404,61,6209
98,8961,5.0,1532457742,97,5374
4,1282,5.0,945079653,3,981
414,1409,1.0,961439226,413,1085
480,51662,4.0,1179160481,479,6433
376,2916,4.0,1364933712,375,2193
288,1952,4.0,979163463,287,1429
105,4367,3.5,1446750406,104,3231
57,3643,4.0,969754552,56,2716
279,83134,3.5,1506394885,278,7500
509,84847,4.5,1436393376,508,7536
560,3624,2.0,1469654181,559,2701
105,26471,3.5,1446618506,104,5512
105,45447,4.0,1446573639,104,6208
157,785,5.0,992479976,156,620
599,2064,4.0,1519178308,598,1529
448,2300,4.0,1019140840,447,1711
517,3061,5.0,1487957307,516,2309
368,3702,3.0,975829046,367,2764
432,8588,4.0,1315243675,431,5240
438,8665,3.5,1105650164,437,5269
19,2804,3.0,965705572,18,2110
290,2160,4.0,974938393,289,1616
103,4677,4.0,1522172168,102,3433
263,296,3.0,940384165,262,257
306,98243,3.0,1518380598,305,8039
307,1995,1.0,1186172728,306,1470
45,3510,4.0,959624004,44,2624
111,4890,3.0,1516141155,110,3572
580,6283,2.0,1167674225,579,4298
610,6567,3.0,1493849834,609,4448
219,54272,3.5,1194686341,218,6530
101,2700,4.0,968441198,100,2028
453,1616,3.0,972622125,452,1217
331,102125,3.0,1537158281,330,8151
381,49286,4.0,1167540057,380,6352
160,3386,4.0,971619994,159,2526
380,8798,5.0,1493419959,379,5305
458,2,4.0,845653124,457,1
334,1265,4.0,1225477782,333,964
178,30749,4.5,1164355520,177,5734
462,89761,2.5,1326729525,461,7696
253,3083,5.0,1286644217,252,2328
202,3551,4.0,974924722,201,2653
452,4014,5.0,1019585436,451,2998
68,4621,3.5,1261624069,67,3396
430,66097,3.5,1236604563,429,6965
411,593,5.0,835532100,410,510
419,6213,3.5,1328318734,418,4257
167,1234,3.5,1154723107,166,934
249,69481,4.5,1347317527,248,7060
237,1203,4.0,1411233968,236,905
225,507,4.0,949111013,224,442
594,2028,4.0,1109036780,593,1503
186,1372,5.0,1031080088,185,1055
86,71264,4.5,1344193008,85,7133
414,46965,3.5,1168551575,413,6251
167,104,4.0,1154718729,166,92
260,8464,3.0,1109408696,259,5200
599,7015,2.5,1519264065,598,4699
479,587,3.0,1039367658,478,505
91,27317,4.5,1112713059,90,5632
307,902,3.5,1197475173,306,684
274,101,3.5,1250200353,273,89
608,380,3.0,1117408264,607,337
221,32770,4.5,1121365189,220,5863
465,969,5.0,959896591,464,742
239,6934,5.0,1221158777,238,4639
583,80549,4.0,1481474170,582,7416
303,1246,2.0,1053302834,302,945
517,5872,0.5,1488398044,516,4096
387,2124,2.5,1138430320,386,1585
483,741,4.0,1415579222,482,596
111,4816,3.0,1516141025,110,3525
367,2144,4.0,997812240,366,1602
140,22,3.0,951163606,139,21
211,70286,2.5,1350913292,210,7090
562,74324,4.5,1368895140,561,7253
469,2065,4.0,965425390,468,1530
547,1224,3.0,942723440,546,925
307,4247,2.5,1186172619,306,3158
525,8376,4.0,1476478720,524,5173
610,102338,4.5,1479544170,609,8156
181,539,4.0,845469555,180,472
20,3994,2.5,1054037305,19,2982
267,1093,5.0,959808749,266,832
525,3988,3.0,1476479613,524,2976
297,736,1.0,900872295,296,594
357,3255,3.5,1348611300,356,2442
414,34534,3.5,1135981007,413,5963
599,1291,4.0,1498498683,598,990
305,858,5.0,1460134082,304,659
425,5952,4.5,1085490982,424,4137
99,333,5.0,829828007,98,291
606,994,5.0,1171816775,605,757
105,115569,4.5,1446572302,104,8545
298,57669,2.5,1447516856,297,6676
263,4973,4.0,1120071511,262,3622
447,593,4.0,836960762,446,510
274,2114,3.5,1171828253,273,1575
307,47610,4.0,1187192186,306,6276
520,1234,5.0,1326609744,519,934
347,10,4.0,847645690,346,9
489,73017,4.0,1335868920,488,7214
328,2115,4.0,1494210456,327,1576
19,1702,3.0,965704331,18,1282
318,44191,3.5,1261342617,317,6151
376,589,5.0,1364933317,375,507
414,253,3.0,961437549,413,217
597,2403,5.0,941728937,596,1803
368,3219,3.0,971276863,367,2421
221,27815,3.5,1121365450,220,5706
448,155820,1.5,1498162858,447,9253
555,2335,4.0,978747372,554,1740
477,3745,3.5,1200944999,476,2803
453,3897,4.0,972621066,452,2907
125,3342,5.0,1474294671,124,2501
103,8360,3.0,1431957504,102,5160
200,6754,4.0,1229889056,199,4548
97,3996,5.0,1043382744,96,2983
489,79057,3.5,1333297110,488,7369
156,1919,3.0,1106854260,155,1400
307,6016,3.5,1186174274,306,4176
284,39,3.0,832786975,283,35
414,5466,3.0,1072058248,413,3892
364,805,4.0,869443773,363,633
49,168252,4.5,1493092998,48,9463
267,2396,5.0,959808960,266,1797
509,33004,4.0,1436101323,508,5872
387,3617,2.0,1117430712,386,2696
298,2671,0.5,1452959561,297,2007
33,588,5.0,939646939,32,506
610,30812,4.5,1479542167,609,5738
122,165,5.0,1461562066,121,138
414,91529,4.5,1357156227,413,7768
580,778,5.0,1167791131,579,613
28,1580,3.0,1234516117,27,1183
438,3896,3.5,1105665732,437,2906
360,1515,2.0,884997881,359,1152
249,4299,4.5,1415415380,248,3190
596,367,3.0,1535711660,595,325
177,3964,3.5,1435720322,176,2956
514,5755,2.0,1533946858,513,4049
610,1230,3.0,1493850321,609,930
57,70,1.0,965797305,56,62
307,1073,4.0,1186161025,306,815
570,4226,4.0,1181478033,569,3141
39,858,4.0,974789111,38,659
351,88405,3.5,1328296798,350,7655
586,108932,4.5,1529903169,585,8357
528,40697,0.5,1391736467,527,6059
45,1610,4.0,950741569,44,1211
606,5445,4.0,1171762778,605,3873
522,69481,2.5,1301727755,521,7060
568,2359,4.0,1243575794,567,1761
381,1544,3.0,1167542430,380,1164
567,33493,1.5,1525289052,566,5896
200,3578,4.0,1229886217,199,2674
603,1197,3.0,953927685,602,899
599,144522,2.0,1519121418,598,9105
352,55820,3.0,1493674131,351,6613
414,50794,2.5,1192047450,413,6396
606,229,3.5,1171762349,605,195
460,4703,4.0,1359176469,459,3448
215,30749,4.0,1260908681,214,5734
153,778,3.5,1525548538,152,613
246,4848,5.0,1354124923,245,3544
425,4226,3.5,1085476666,424,3141
33,475,4.0,939715904,32,413
280,35836,3.5,1348532957,279,5972
590,1228,3.5,1258422376,589,929
182,4008,4.0,1054782652,181,2993
14,318,3.0,835441042,13,277
380,653,3.0,1493667559,379,549
483,6539,4.0,1178213524,482,4427
199,1500,3.0,943698653,198,1146
356,2028,4.0,1229142773,355,1503
119,95441,4.5,1438440166,118,7920
275,1266,5.0,1049078883,274,965
590,551,3.5,1266472517,589,483
428,110,2.5,1111523269,427,97
590,6934,2.0,1258422247,589,4639
38,410,3.0,841341323,37,355
429,380,5.0,828124616,428,337
534,57640,4.0,1459787997,533,6675
448,2683,4.5,1092562805,447,2014
414,2641,3.0,961514924,413,1987
469,3760,3.0,965336263,468,2813
11,208,3.0,902154706,10,176
147,342,1.5,1203267731,146,300
608,1042,3.0,1117415587,607,797
62,103341,4.0,1522190324,61,8202
438,673,3.5,1105667179,437,559
64,3526,4.0,1161566627,63,2635
359,52604,4.0,1193184851,358,6464
308,54001,5.0,1421375221,307,6522
610,7419,4.0,1479542183,609,4934
332,5226,2.5,1352673650,331,3752
432,527,4.5,1315243043,431,461
307,505,2.0,1186173005,306,440
187,2076,5.0,1161954662,186,1541
45,2804,3.0,950724727,44,2110
555,2243,4.0,978821265,554,1667
27,1876,4.0,965150368,26,1371
596,1835,3.0,1535836098,595,1349
200,8973,3.5,1229877827,199,5383
305,91630,4.0,1519561987,304,7774
387,5113,3.0,1095123820,386,3708
318,87304,3.5,1422524397,317,7624
4,1250,5.0,945174008,3,949
465,2353,4.0,959896270,464,1755
425,2890,3.5,1085490802,424,2174
547,1288,5.0,942723498,546,987
448,95744,2.5,1374873073,447,7939
239,49530,4.0,1221158970,238,6358
558,4164,3.0,1035415962,557,3102
405,1199,4.0,1298940936,404,901
68,588,3.5,1158531766,67,506
212,73017,3.5,1490203284,211,7214
153,7147,4.0,1525548569,152,4796
19,1573,4.0,965703727,18,1181
603,2539,4.0,963178528,602,1914
230,2291,3.5,1196304708,229,1704
216,2186,4.0,975211546,215,1640
78,1270,4.0,1252575264,77,969
448,2402,2.0,1028111004,447,1802
414,848,4.0,961516964,413,655
62,78105,3.5,1523788888,61,7342
200,588,4.0,1229877199,199,506
219,1036,5.0,1194686082,218,793
345,2971,5.0,1342828599,344,2236
590,1245,4.0,1297830426,589,944
405,714,3.5,1301517452,404,581
166,17,4.0,1190828781,165,16
141,1968,4.0,1513131894,140,1445
414,529,4.0,961517293,413,463
258,1197,5.0,1534892497,257,899
534,112138,3.5,1459787998,533,8449
419,10,3.5,1321659128,418,9
610,332,3.0,1479543131,609,290
200,6383,4.0,1229876905,199,4365
353,267,3.0,831940144,352,230
385,314,3.0,847136602,384,273
414,1261,4.0,961515684,413,960
503,91978,2.0,1335220013,502,7792
177,4994,3.5,1435525633,176,3639
534,6536,4.0,1459787995,533,4424
602,141,4.0,840875901,601,116
380,2023,3.0,1494803667,379,1498
444,527,5.0,839311847,443,461
414,1769,3.0,961516093,413,1315
380,99910,3.0,1494709166,379,8083
19,2227,3.0,965701107,18,1660
482,3211,3.5,1105396826,481,2417
28,1371,4.0,1234334902,27,1054
469,2804,5.0,965336845,468,2110
318,57772,3.5,1426354241,317,6677
383,150,4.0,943571045,382,123
303,1517,3.0,1053302830,302,1154
263,1307,4.0,941591735,262,1005
74,6016,5.0,1207499961,73,4176
275,337,4.0,1049079037,274,295
256,6934,3.5,1446580260,255,4639
334,27416,3.5,1229960279,333,5642
141,59315,3.0,1513129882,140,6743
157,2724,2.0,992480059,156,2045
132,7139,4.0,1329983678,131,4792
18,3081,4.0,1455231488,17,2326
232,50923,2.0,1206984121,231,6407
19,1405,2.0,965707101,18,1081
387,2021,3.5,1094939554,386,1496
80,5103,4.0,1377307819,79,3699
125,140928,3.5,1478197237,124,9030
63,48774,5.0,1443199974,62,6330
34,4643,4.0,1168811375,33,3414
491,97921,2.0,1523814246,490,8023
217,2123,2.0,955942742,216,1584
305,106441,3.0,1460564134,304,8294
577,2529,5.0,945967015,576,1905
356,1246,5.0,1229143549,355,945
474,4126,3.0,983031727,473,3073
356,1370,4.0,1232430629,355,1053
448,116419,1.5,1421591835,447,8562
356,4034,4.0,1232430556,355,3016
246,5646,5.0,1354126152,245,4001
20,4270,0.5,1054147293,19,3172
603,955,5.0,953925827,602,735
232,35957,4.0,1182906985,231,5973
304,648,4.0,881428467,303,546
200,37386,2.5,1229877149,199,5997
217,575,2.0,955944976,216,497
469,1617,5.0,965335217,468,1218
89,357,2.5,1520408453,88,315
414,4718,5.0,1005066817,413,3459
4,3033,4.0,986936200,3,2286
263,7151,3.5,1090948215,262,4799
380,737,2.0,1493668030,379,595
47,2420,3.5,1496208479,46,1820
474,1228,3.0,1057669410,473,929
488,3897,4.5,1112382706,487,2907
66,1956,5.0,1113188521,65,1433
249,4638,3.0,1415415353,248,3409
599,1883,4.0,1498499697,598,1374
80,1302,4.0,1377306348,79,1000
249,78209,3.5,1348497257,248,7347
428,5380,3.0,1111489906,427,3834
91,5165,4.0,1112717803,90,3728
274,2273,2.5,1171758673,273,1691
177,1029,4.0,1435534825,176,786
11,480,4.0,902154383,10,418
39,1907,2.0,974788976,38,1390
139,52281,1.5,1453924875,138,6453
284,520,3.0,832786529,283,455
599,104017,0.5,1519369145,598,8228
424,1884,3.5,1457844157,423,1375
443,63082,4.0,1420236328,442,6885
603,1964,4.0,953926787,602,1441
543,2378,5.0,1377022549,542,1780
480,27706,3.5,1179163769,479,5680
15,68237,3.0,1510572824,14,7014
177,56788,4.5,1435525497,176,6649
567,152063,0.5,1525290000,566,9218
339,1198,5.0,1460518945,338,900
408,1517,4.0,1468253333,407,1154
551,293,4.5,1505548068,550,254
191,293,5.0,829760898,190,254
88,7147,3.5,1331421385,87,4796
167,6283,5.0,1154721982,166,4298
453,1614,4.0,1005967239,452,1215
240,333,5.0,849122575,239,291
136,588,3.0,832449163,135,506
221,1247,4.5,1111177442,220,946
159,318,4.5,1508640105,158,277
474,490,2.0,975173076,473,427
525,102407,3.5,1476476694,524,8158
445,778,5.0,1454622009,444,613
237,44195,4.0,1410632713,236,6153
536,315,3.0,832839896,535,274
177,52604,3.5,1435525760,176,6464
177,8609,3.0,1435537625,176,5249
277,62,2.0,861812794,276,55
318,7454,3.0,1444217838,317,4945
307,2424,1.0,1186162175,306,1824
561,4963,3.5,1491095181,560,3614
477,2858,4.5,1200939674,476,2145
610,141400,4.0,1479544170,609,9034
18,36529,4.0,1455231182,17,5985
105,4963,4.0,1446573318,104,3614
109,590,3.0,841107357,108,508
448,380,3.0,1019124334,447,337
469,1238,5.0,965425364,468,938
387,25898,4.0,1155284315,386,5427
45,2997,4.0,959624096,44,2259
385,417,5.0,834692129,384,361
357,44195,3.0,1348628416,356,6153
226,5418,4.0,1114838747,225,3854
462,235,2.5,1154038040,461,201
551,1917,4.0,1504926081,550,1398
312,671,4.0,1043176803,311,558
102,237,3.0,835877307,101,203
307,1088,3.0,1186162146,306,827
153,87194,3.5,1525551170,152,7617
380,83613,4.0,1493420906,379,7508
6,159,3.0,845555006,5,132
594,6723,4.0,1108975062,593,4536
182,36,4.5,1063289589,181,33
200,7022,3.5,1229877947,199,4705
387,1250,4.0,1095040745,386,949
276,810,3.0,858350846,275,637
391,5254,1.0,1030944035,390,3764
318,71106,3.0,1414922422,317,7120
474,3478,3.5,1060105243,473,2602
597,1485,2.0,941558874,596,1135
274,2335,3.0,1171785505,273,1740
448,6427,4.0,1082282303,447,4383
166,1247,4.0,1189038282,165,946
325,3742,4.0,1039398784,324,2800
111,4989,5.0,1516152890,110,3634
466,5349,3.5,1439915257,465,3819
